식당(ID),식당명,지점명,지역명,주차가능여부,와이파이제공여부,놀이방유무,다국어메뉴판제공여부,화장실정보내용,휴무일정보내용,영업시간내용,배달서비스유무,온라인예약정보내용,홈페이지(URL),인근랜드마크명,인근랜드마크위도,인근랜드마크경도,인근랜드마크와거리,스마트오더유무,대표메뉴명,식당상태,해시태그,면적정보내용
13023,가운소곱창,,광진구,N,N,N,Y,N,,매일 15:30~23:30,N,레드테이블,http://gawoongobchang.itrock.kr/,광나루(장신대)역,37.545175,127.1035147,494.26913,N,,NORMAL,"모범음식점,트립어드바이저",
13024,선정설렁탕,미아점,강북구,N,N,N,N,N,,매일 07:00~22:00,N,레드테이블,,삼양사거리역,37.6219642,127.0202927,574.56273,N,,NORMAL,모범음식점,
13025,강남수랏간,,강남구,Y,Y,N,N,Y,,매일 00:00~24:00,N,레드테이블,,도곡시장,37.4974436,127.0515444,175.24456,N,,NORMAL,모범음식점,
13026,고기명가,,종로구,N,N,N,N,N,,매일 12:00~00:00,N,레드테이블,http://gogimyeongga.cityfood.co.kr/,명성황후 조난지,37.5774169,126.9779874,45.36717,N,"고추장육회 200g,생등심 180g,소갈비살 180g,소차돌구이 180g",NORMAL,모범음식점,
13027,무교동갯마을낙지아구찜,,은평구,N,N,N,N,N,,,N,레드테이블,,대림시장,37.5872403,126.9176999,235.84062,N,"낙지아구찜中,낙지아구찜大,낙지아구찜小,산낙지철판大",NORMAL,"모범음식점,안심식당",
13028,광남수사,,마포구,N,N,N,N,N,일요일,"평일 10:00~22:00, 토요일 10:00~22:00",N,레드테이블,,마포걷고싶은길1코스(경의선숲길) 종점,37.5439162,126.9510103,27.04441,N,"광남수사정식,광수사정식,특광수사정식,특사시미",NORMAL,안심식당,
13029,능동국시,,광진구,N,N,N,N,N,,매일 10:00~22:00,N,레드테이블,,군자(능동)역,37.556735,127.0805476,254.24123,Y,,NORMAL,"모범음식점,안심식당",
13030,두메골돌솥쌈밥,본사직영점,은평구,N,N,N,N,N,,매일 10:00~22:00,N,레드테이블,,은평문화원,37.6037074,126.9279079,121.04681,N,"우렁 생삼겹 쌈밥(120g),우렁 오리 쌈밥(150g),우렁 쭈꾸미 쌈밥,우렁 차돌박이 쌈밥(120g)",NORMAL,모범음식점,
13031,미락웰빙쎄미부페,,성동구,N,N,N,N,N,,,N,레드테이블,,장안평자동차용품거리,37.561058,127.065488,69.13419,N,,NORMAL,모범음식점,
13032,송파아구찜,,송파구,N,N,N,Y,N,,,N,레드테이블,,경찰병원역,37.4982785,127.1256429,462.71984,N,,NORMAL,모범음식점,
13033,연화산,개롱점,송파구,Y,N,N,Y,N,,매일 10:00~21:30,N,레드테이블,,개롱역,37.4985772,127.1338152,405.13757,N,,NORMAL,"모범음식점,트립어드바이저,포장가능",
13034,장수면옥,,광진구,N,N,N,N,N,,,N,레드테이블,,강변(동서울터미널)역,37.5353831,127.0945574,6.36974,N,,NORMAL,모범음식점,
13035,제주어항1950,,서초구,N,N,N,N,N,,,N,레드테이블,,방배사이길,37.494653,126.9901762,411.86576,N,"갈치회(大),도다리새꼬시(1kg),스페셜A,스페셜B",NORMAL,모범음식점,
13036,칡산에 황제보쌈,은평점,은평구,N,N,N,N,Y,,매일 10:00~22:00,N,레드테이블,"http://gondreboam.modoo.at,http://www.intagram.com/trevorlee0901/,http://www.facebook.com/칡산에-황제보쌈-504048163259978",은평문화원,37.6037074,126.9279079,234.33082,N,"남자 보쌈정식(삼지구엽초),남자정식(삼지구엽초),여자 보쌈정식(곤드레),황태정식(남자/삼지구엽초)",NORMAL,"모범음식점,포장가능",
13037,황금목장,본점,중구,N,Y,N,N,Y,일요일,"평일 14:00~22:00, 토요일 14:00~22:00",N,레드테이블,http://mgoldfarm.modoo.at/,아이닥안경,37.5641403,126.983695,41.2607,N,,NORMAL,"모범음식점,트립어드바이저,포장가능",
13038,동신참치,테크노마트점,광진구,N,N,N,N,N,,매일 10:00~15:00,N,레드테이블,,강변스파랜드,37.5348266,127.0916116,6.36974,N,"동신정식,참치샐러드,참치초밥,특참치초밥",NORMAL,"모범음식점,안심식당",
13039,누엣골 주막,롯데월드점,송파구,Y,Y,N,N,Y,,매일 11:30~21:00,N,레드테이블,http://adventure.lotteworld.com/mueum/uage-guide/convenience/contentid/575/index.do,잠실 관광특구,37.5110684,127.0981395,2.4678,Y,"낚지볶음,모둠전(L),생면골뱅이무침,제육보쌈(L)",NORMAL,"모범음식점,포장가능",
13040,신의주 부대찌개,,강북구,N,N,N,N,N,연중무휴,,N,레드테이블,,수유리먹자골목,37.6402487,127.02685,148.13288,N,,NORMAL,모범음식점,
13041,진 곰,,중구,Y,N,N,N,N,,"매일 10:30~22:00, 주말 11:00~21:00",N,레드테이블,http://15661964.modoo.at,염천교수제화거리,37.55945,126.9700471,106.66312,N,"곱창전골,등심,차돌박이,한우곱창",NORMAL,모범음식점,
13042,메이탄,강서점,강서구,Y,N,N,Y,N,,,N,레드테이블,"http://gmeitan.modoo.at/,http://blog.naver.com/hgmeitan",송화벽화시장,37.5493785,126.8356082,208.82585,N,,NORMAL,"모범음식점,안심식당,포장가능",
13043,무한장어,공덕점,마포구,Y,Y,N,N,Y,,"평일 11:00~23:00, 토요일 11:00~20:00",Y,레드테이블,http://janga92.co.kr/hanjang447397,공덕역,37.5445006,126.9511999,73.83186,N,"대물바다장어 1~1.3kg 구이(3~4인),무한장어(바다장어+삼겹살/1인),바다장어 1kg 구이(3~4인),풍천민물장어 3마리",NORMAL,"모범음식점,안심식당,포장가능",
13044,본가큰댁설렁탕,성수점,성동구,N,N,N,N,N,,매일 09:30~21:30,Y,레드테이블,,커먼그라운드,37.5411571,127.06596,228.5342,N,,NORMAL,모범음식점,
13045,장천,,노원구,N,Y,N,N,N,,,N,레드테이블,,노원역,37.6561167,127.0624106,82.05169,N,"공부가주大,양장피中,연태고량주大,팔보채中",NORMAL,모범음식점,
13046,무쇠솥부대찌개,,마포구,Y,N,N,N,N,,매일 10:00~21:00,N,레드테이블,,마포전골목,37.5449527,126.9538051,27.04441,N,,NORMAL,"모범음식점,안심식당",
13047,봉추찜닭,강남주공공이점,강남구,Y,Y,N,Y,Y,,매일 11:00~22:30,Y,레드테이블,"http://www.bongchu.com/,http://05044582618.modoo.at",국기원(세계태권도본부),37.501971,127.0302792,136.3099,N,,NORMAL,"모범음식점,포장가능",
13048,공릉닭한마리,,서대문구,N,N,N,N,N,,매일 11:00~23:00,N,레드테이블,http://023939599.modoo.at/,신촌역,37.5598056,126.9419226,98.21491,N,닭두마리,NORMAL,,
13049,벽제갈비,신촌점,서대문구,N,N,N,Y,N,,매일 11:30~22:00,N,레드테이블,http://www.ibjgalbi.com/,신촌역,37.5598056,126.9419226,39.04726,N,,NORMAL,씨트립,
13050,동강참치,,서대문구,N,N,N,N,N,,매일 11:30~22:00,N,레드테이블,http://cafe.naver.com/donggang1/,이화웰컴센터,37.5617626,126.9465963,107.03677,N,참치회(1인),NORMAL,모범음식점,
13051,왕두꺼비식당,,성동구,N,N,N,N,N,,,N,레드테이블,,왕십리곱창거리,37.5652865,127.0364202,260.69828,N,,NORMAL,포장가능,
13052,풍천장어,응암점,은평구,Y,Y,N,N,Y,,매일 11:00~22:00,N,레드테이블,,은평문화원,37.6037074,126.9279079,367.44427,N,"1마리 추가,김치말이국수,장어(2마리),장어탕(포장)",NORMAL,"모범음식점,포장가능",
13053,곰바위,본점,강남구,Y,Y,N,Y,Y,,"평일 11:00~22:30, 주말 11:00~22:00",N,레드테이블,"http://www.gbw.co.kr/,http://blog.naver.com/gombawie,http://plu.google.com/u/0/b/118350875206803216662/118350875206803216662/pot",영풍문고 스타필드코엑스몰점,37.5125278,127.058843,146.4514,N,,NORMAL,"모범음식점,블루리본,트립어드바이저,포장가능",
13054,곰바위,,강남구,Y,N,N,Y,N,,매일 11:30~22:30,N,레드테이블,http://www.gombawui.co.kr/,코엑스 아쿠아리움,37.5118093,127.0591319,377.97984,N,,NORMAL,모범음식점,
13055,싸다김밥,한양대점,성동구,N,Y,N,N,N,,매일 00:00~24:00,N,레드테이블,,왕십리역,37.5612855,127.0383981,75.75352,Y,"김치볶음밥,새우오므라이스,치즈돈까스,해물볶음밥",NORMAL,"모범음식점,포장가능",
13056,송림가,,구로구,Y,Y,Y,N,Y,,"매일 11:30~21:30, TIme 15:00~17:00",N,레드테이블,http://www.onglimga.com,고척 스카이돔,37.4981963,126.8670609,268.81151,N,,NORMAL,"모범음식점,안심식당,트립어드바이저",
13057,사랑채,,광진구,N,N,N,N,N,,,N,레드테이블,,광진문화원,37.5365043,127.0964722,228.54145,N,곱창전골(소),NORMAL,"모범음식점,안심식당",
13059,진미한우곱창,,송파구,Y,Y,N,Y,N,,매일 12:00~00:00,N,레드테이블,http://www.intagram.com/jm_gopchang,,,,,N,,NORMAL,모범음식점,
13060,일화성,,서대문구,N,N,N,N,N,화요일,,N,레드테이블,,홍제천 폭포마당,37.5798797,126.9357023,133.74377,N,"난자완스(中),중새우 깐풍소스(中),중새우 반반(中),중새우칠리소스(中)",NORMAL,모범음식점,
13061,아미산,,서대문구,N,N,N,Y,N,,,N,레드테이블,,서울특별시교육청 서대문도서관,37.58331,126.9408851,145.47491,N,,NORMAL,모범음식점,
13062,이화원,,서대문구,Y,N,N,N,N,연중무휴,매일 11:30~22:00,N,레드테이블,,동진시장,37.562293,126.9265891,286.55898,N,,NORMAL,,
13063,압구정샤브샤브,신촌점,서대문구,Y,N,N,Y,N,일요일,매일 11:00~21:30,N,레드테이블,,이화여자대학교 모두의거리,37.5594661,126.9447562,147.89196,N,,NORMAL,"모범음식점,씨트립",
13064,이수사일식,,동대문구,Y,N,N,N,N,일요일,"평일 11:00~21:30, 토요일 11:00~21:00",N,레드테이블,http://m.blog.naver.com/PotLit.nhn?blogId=uhi_ilverrain78,장안평 자동차산업 종합정보센터,37.5604509,127.0603415,178.36062,N,"랍스타(1kg/1미),이수사시미(1人),특모듬사시미(1人),혼마구로사시미",NORMAL,"모범음식점,안심식당",
13065,매드포갈릭,예술의전당점,서초구,Y,N,N,N,Y,,매일 11:30~21:00,N,"레드테이블,네이버","http://www.madforgarlic.com/,http://www.intagram.com/madforgarlic_kr",우면산 소망탑 전망대,37.4820092,127.0181504,267.59031,N,"갈릭스테이크(등심200g),갈릭허그스테이크(안심150g),매드포갈릭타워샐러드,에멘탈갈릭텐더로인스테이크(안심150g)",NORMAL,"모범음식점,트립어드바이저",
13066,삼청동수제비,,종로구,N,N,N,N,N,연중무휴,매일 11:00~21:00,N,레드테이블,,가회민화박물관,37.5814804,126.9852144,36.38279,N,"녹두전,수제비,쭈꾸미,파전",NORMAL,"모범음식점,미쉐린 가이드,블루리본,트립어드바이저",
13067,마당집,,송파구,Y,N,N,N,Y,연중무휴,"토요일 10:00~22:00, 평일 10:00~22:00",Y,레드테이블,,지센(ZISHEN) 롯데마트송파점,37.4917426,127.117753,52.33208,N,"매운소갈비찜中,매운소갈비찜大,한우 생등심(180g),한우 특수부위(180g)",NORMAL,모범음식점,
13068,사조참치,서대문점,서대문구,Y,N,N,N,N,일요일,매일 11:00~22:30,N,레드테이블,http://ajocham.modoo.at/,정동교회 이필주 사택 터,37.5654654,126.9723466,231.85402,N,"VIP,로얄,스페셜,특선",NORMAL,모범음식점,
13069,용가네순대국,,중랑구,Y,N,N,N,N,,평일 10:00~22:00,N,레드테이블,,중랑역,37.5948172,127.0758019,142.56905,N,"순대국정식(순대국+모듬순대),스페셜 순대국(떡+만두+곱창+양지+순대) 특,용가네순대국(곱창+순대) 보통,용가네순대국(곱창+순대) 특대",NORMAL,모범음식점,
13070,유락손칼국수,,강북구,Y,N,N,Y,Y,일요일,매일 09:30~21:00,N,레드테이블,http://handkalguku.modoo.at,4.19민주묘지역,37.650108,127.0134051,108.7445,N,,NORMAL,모범음식점,
13071,왕돈,,광진구,N,N,N,N,N,,,N,레드테이블,,아차산(어린이대공원후문)역,37.5542573,127.0863616,167.83628,N,,NORMAL,"모범음식점,안심식당,포장가능",
13072,설담재,,도봉구,Y,Y,N,N,Y,,매일 08:30~22:00,N,레드테이블,http://uldamjae.com/,도봉문화원,37.6540896,127.0384297,108.90195,N,,NORMAL,"모범음식점,안심식당",
13074,선궁,,서초구,Y,N,N,N,Y,,,N,레드테이블,http://www.intagram.com/unkoooooooong,남부터미널(예술의전당)역,37.4865993,127.0153091,267.59031,N,,NORMAL,모범음식점,
13075,고센,청담점,강남구,N,N,N,Y,N,연중무휴,매일 11:30~05:30,N,레드테이블,http://www.i-gohen.com/,압구정 로데오거리,37.5268766,127.0388972,115.86201,N,,NORMAL,"모범음식점,블루리본",
13077,메밀촌,본점,성북구,N,N,N,N,N,,매일 10:00~22:00,N,레드테이블,,돌곶이역,37.610607,127.0571574,122.62966,N,,NORMAL,"모범음식점,트립어드바이저",
13078,금왕돈까스,본점,성북구,Y,N,N,N,N,월요일,매일 10:30~21:00,N,레드테이블,,성북동누들거리,37.5933036,127.0010758,42.932,N,"금왕정식,등심돈까스,안심돈까스,치킨까스",NORMAL,모범음식점,
13079,투썸플레이스,신촌점,서대문구,N,Y,N,Y,N,,매일 08:00~23:00,N,레드테이블,http://www.twoome.co.kr/,이한열박물관,37.5550242,126.9338532,16.9621,N,,NORMAL,씨트립,
13080,베이징코야,,종로구,Y,N,N,N,N,,매일 11:30~22:00,N,레드테이블,http://www.베이징코야.com/,서울 우정총국,37.5744256,126.982576,80.81003,N,,NORMAL,"모범음식점,블루리본,씨트립",
13081,한고을해물팥칼국수,,관악구,N,N,N,Y,N,,매일 10:00~23:00,N,레드테이블,,우림시장,37.4704308,126.9204516,240.09555,N,,NORMAL,"모범음식점,안심식당",
13082,불밥,,서대문구,N,N,N,Y,N,일요일,매일 11:00~22:00,N,레드테이블,,이화여자대학교 모두의거리,37.5594661,126.9447562,81.5236,N,,NORMAL,씨트립,
13083,한강집생태,,용산구,Y,N,N,Y,N,연중무휴,매일 10:00~21:30,N,레드테이블,,크라운해태 키즈뮤지엄,37.5406905,126.9736278,123.23921,N,,NORMAL,"모범음식점,블루리본,씨트립,트립어드바이저",
13084,늘솜한식,,송파구,Y,Y,N,Y,Y,,평일 11:00~14:00,N,레드테이블,http://www.intagram.com/nlomhanig,모즈아울렛,37.4897013,127.123434,78.97215,N,늘솜한식(11:00~14:00/월~토),NORMAL,모범음식점,
13085,홍천화로숯불구이,,광진구,N,Y,N,N,N,,매일 11:00~22:00,N,레드테이블,,광나루안전체험관,37.5513106,127.0771625,110.26024,N,"생등심(180g),오리로스(한마리/800g),오리주물럭(한마리/800g),오리훈제(한마리/800g)",NORMAL,"모범음식점,안심식당",
13086,무등산,,강남구,Y,Y,N,Y,Y,연중무휴,,N,레드테이블,http://www.moodeungan.com/,피규어뮤지엄W,37.5258462,127.0404054,61.58295,N,,NORMAL,"모범음식점,블루리본,씨트립",
13087,가재야,,성북구,Y,Y,N,N,Y,월요일,"공휴일 11:00~21:30, 주말 11:00~21:30, 평일 11:00~21:30",N,"레드테이블,네이버","http://www.lobterlove.co.kr/,http://lobter.modoo.at/",성신여자대학교박물관,37.5915049,127.0231551,264.89603,N,"갈릭버터 추가시,랍스터 회만 추가시,칠리 추가시",NORMAL,"모범음식점,안심식당",
13088,63푸드키친(63FOODKITCHEN),,영등포구,N,N,N,N,N,,,N,,,노량진 수산시장 구시장,37.5153166,126.9416377,5.87147,N,Seasonal Special Menu (주중 디너/17:30-19:30),NORMAL,"씨트립,트립어드바이저",
13089,성산포횟집,,송파구,N,N,N,N,N,연중무휴,매일 10:00~22:30,N,레드테이블,,잠실 관광특구,37.5110684,127.0981395,211.00471,N,,NORMAL,모범음식점,
13090,조마루감자탕,구로디지털2호점,구로구,Y,N,N,N,N,,매일 00:00~24:00,N,레드테이블,http://www.jomaru.co.kr/,G밸리 4차산업체험관,37.482607,126.8970558,64.7732,N,"뼈다귀전골大,뼈따귀찜大,해물뼈찜中,해물뼈찜大",NORMAL,모범음식점,
13091,하남돼지집,서대문역점,서대문구,N,N,N,N,N,,"평일 11:00~24:00, 공휴일 12:00~24:00",Y,"레드테이블,네이버","http://www.hanampig.co.kr,http://www.facebook.com/hnpig,http://www.intagram.com/hanampig",대한민국 임시정부 서울연통부 터,37.5631989,126.970083,156.5011,N,,NORMAL,모범음식점,
13092,금해 복집,,종로구,Y,N,N,N,N,,"매일 11:00~21:30, 매일 15:00~16:00",Y,레드테이블,http://www.gold-ea.co.kr/,삼성출판박물관,37.6087073,126.9570384,297.42692,N,,NORMAL,모범음식점,
13093,봉우화로,,강남구,N,Y,N,Y,Y,연중무휴,매일 11:30~23:30,N,"레드테이블,네이버",http://bongwoowharo.modoo.at/,신논현역,37.5066664,127.0320283,137.54446,N,,NORMAL,트립어드바이저,
13094,대송,,종로구,N,N,N,N,N,,,N,레드테이블,,서울특별시교육청 어린이도서관,37.576289,126.9682161,127.18889,N,"50000,60000,80000,모듬수육(대)",NORMAL,"모범음식점,트립어드바이저",
13095,서대문영양족발,본점,서대문구,Y,N,N,N,N,,매일 12:00~24:00,N,레드테이블,http://pickfood6908.modoo.at/,무악재역,37.5824244,126.9505837,194.30408,N,"매운직화불족(大),반반족발(大),영양보쌈(大),영양족발(특대)",NORMAL,"모범음식점,포장가능",
13096,진우리참치,,관악구,Y,Y,N,N,Y,,매일 14:00~01:00,N,레드테이블,,영림종합시장,37.4813044,126.944477,89.91824,N,,NORMAL,"모범음식점,안심식당",
13097,별난명태,신월점,양천구,N,N,N,N,N,월요일,매일 10:00~22:00,N,레드테이블,,곰달래꿈마을,37.5286145,126.8376405,360.50809,N,,NORMAL,"모범음식점,안심식당",
13098,봉추찜닭,교대역점,서초구,N,N,N,N,N,,"평일 11:00~23:30, 주말 11:00~23:30",N,레드테이블,,흰물결아트센터,37.4934577,127.0073038,242.37764,N,"맥주카스,맥주테라,봉추찜닭(대/4~5인),뼈없는봉추찜닭(중/2~3인)",NORMAL,"모범음식점,포장가능",
13099,홍천한우,,서초구,Y,Y,N,N,Y,,매일 11:00~22:00,N,레드테이블,"http://hchanwooeocho.modoo.at,http://hchanwooeocho.modoo.at",남부터미널(예술의전당)역,37.4865993,127.0153091,119.80502,N,"한우모듬(1인분/150g),한우불고기정식(1인분/280g),한우불고기정식(저녁/1인/280g),한우스페셜(1인분/150g),한우육회(180g)",NORMAL,모범음식점,
13100,라이홍,,성동구,N,N,N,N,N,,,N,레드테이블,,성수역,37.5446811,127.057011,166.84961,N,탕수육 중,NORMAL,모범음식점,
13102,석산참숯불갈비,,서대문구,N,N,N,N,N,,매일 11:00~22:00,N,레드테이블,,홍제시장,37.5881066,126.9437742,316.02531,N,,NORMAL,"모범음식점,트립어드바이저",
13103,육즙당,,종로구,N,N,N,N,N,,,N,레드테이블,,한국교회 100주년 기념관,37.574512,127.0002438,74.77849,N,,NORMAL,포장가능,
13104,빛나는바다,암사점,강동구,N,N,N,N,N,,매일 11:00~01:00,N,레드테이블,,강동종합시장,37.5507437,127.1345931,118.52224,N,,NORMAL,모범음식점,
13106,샤브숲,,중랑구,N,N,N,N,Y,,"매일 11:30~16:00, 매일 15:00~17:00",N,레드테이블,http://intagram.com/habuup,면목골목시장,37.5774668,127.0845934,94.12652,N,"어린이(초등학생),주말(토/일/공휴일/1인분),평일저녁(1인분/17:00~22:30),평일점심(1인분/11:30~16:00)",NORMAL,"안심식당,트립어드바이저",
13107,엠브이샤브샤브,,강남구,Y,N,N,Y,Y,,매일 11:30~21:30,N,레드테이블,,도곡역,37.490556,127.0551189,120.99086,N,,NORMAL,모범음식점,
13108,창원,,도봉구,Y,Y,N,N,Y,,"매일 11:00~22:00, Tim 15:00~17:00",N,레드테이블,,북한산방학능선길 시작점,37.6802496,127.0453926,342.23258,N,"창원백반(월~금),한우꽃등심(150g),한우등심주물럭(150g),한우차돌박이(180g)",NORMAL,"모범음식점,안심식당",
13109,아이와,,종로구,N,N,N,N,N,,,N,레드테이블,,서울아트센터 공평갤러리,37.5729398,126.9864701,70.16039,N,"가리비버터구이,두유나베,스키야끼,스테이크",NORMAL,모범음식점,
13110,유키노하나,,광진구,N,N,N,N,N,,"평일 18:00~04:00, 토요일 18:00~04:00",Y,레드테이블,,건대입구역,37.5405519,127.0691396,95.69224,N,,NORMAL,"모범음식점,안심식당",
13111,어촌낙지아구찜,,성북구,Y,Y,N,N,Y,,,N,레드테이블,,성신여대입구(돈암)역,37.593104,127.0167851,290.33817,N,,NORMAL,모범음식점,
13112,대식가,,용산구,Y,N,N,N,Y,,매일 11:00~22:00,N,레드테이블,,하이브 인사이트,37.5246061,126.9642041,192.28777,N,,NORMAL,모범음식점,
13113,숟가락반상 마실,,강동구,Y,Y,N,N,Y,,"매일 11:30~21:30, 평일 15:00~17:00",N,"레드테이블,네이버","http://024296999.modoo.at/,http://blog.naver.com/ykw7474/221138516528,http://www.facebook.com/%EC%88%9F%EA%B0%80%EB%9D%BD%EB%B0%98%EC%83%81-%EB%A7%88%EC%8B%A4-%EA%B0%95%EB%8F%99%EC%A0%90-144997299456319/",서울특별시교육청 고덕평생학습관,37.556117,127.1580327,301.50016,N,,NORMAL,"모범음식점,안심식당",
13114,마포식당,,송파구,Y,Y,N,Y,Y,,매일 10:30~23:00,N,레드테이블,,송파책박물관,37.4989366,127.1044004,257.54639,N,"닭볶음탕大,명태코다리찜中,명태코다리찜大,명태코다리찜小",NORMAL,모범음식점,
13115,최가네양평해장국,번동본점,강북구,N,N,N,N,N,,매일 07:00~23:00,N,레드테이블,,강북 북부시장,37.6362675,127.0303364,188.09527,N,,NORMAL,모범음식점,
13116,한시락,,중구,Y,N,N,N,Y,,평일 11:00~22:00,N,레드테이블,,청계광장,37.5691317,126.9776155,53.56742,N,"불고기전골,생삼겹살,소갈비살,시래기감자탕",NORMAL,모범음식점,
13117,바다애(愛) 회 센터,,마포구,N,N,N,N,N,,,N,레드테이블,,영진종합시장,37.5533716,126.9126748,368.07375,N,,NORMAL,안심식당,
13118,이화수전통육개장,서울방이점,송파구,Y,Y,N,N,Y,,매일 08:00~23:00,N,레드테이블,,잠실(송파구청)역,37.5149195,127.1040985,179.27986,N,"부대 육개장,육개장 칼국수,전통육개장,차돌 육개장",NORMAL,"모범음식점,포장가능",
13119,초우마을,,동대문구,Y,N,N,N,N,,매일 10:00~23:00,N,레드테이블,http://초우마을.kr/,휘경동 철도건널목,37.5913107,127.0603355,8.40376,N,"소반마리(600g),소한마리(900g),한우갈비살A+(150g),한우살치살A+(150g)",NORMAL,모범음식점,
13120,델오르노,,성동구,N,N,N,Y,N,일요일,평일 12:00~21:00,N,레드테이블,http://www.intagram.com/p/BDl0QZhqMz/?utm_ource=ig_hare_heet&ighid=c4v0v4r4k7,왕십리역,37.5612855,127.0383981,198.39499,N,,NORMAL,,
13121,청국장과보리밥,매봉역점,강남구,N,N,N,Y,N,,매일 11:00~09:30,N,레드테이블,,양재시장,37.4843248,127.0379597,43.24514,N,,NORMAL,모범음식점,
13122,초승달,,용산구,Y,Y,N,N,Y,,,N,"레드테이블,네이버",http://moppet.egloo.com/5271375,에덴도자기,37.5345816,126.991652,158.56558,N,,NORMAL,모범음식점,
13123,대가곱창,,종로구,N,Y,N,Y,N,일요일,매일 16:00~01:00,N,레드테이블,http://daegagobcang.modoo.at/,상허이태준가옥(수연산방),37.5950623,126.9947965,241.16128,N,"곱창 순대볶음(1인/200g),산더미 치즈곱창(1인/200g),쏘주,야채곱창(1인/200g)",NORMAL,"모범음식점,안심식당",
13124,본고향맛집,동묘점,종로구,Y,Y,N,N,Y,,매일 00:00~24:00,N,레드테이블,"http://bongohyang.modoo.at/,http://blog.naver.com/bongohyang",묘각사(서울),37.5754262,127.0187671,28.66508,N,,NORMAL,"모범음식점,안심식당,포장가능",
13125,삿뽀로,녹번점,은평구,Y,N,N,N,Y,,매일 11:30~22:00,N,"레드테이블,네이버",http://www.enta.co.kr/,은평문화원,37.6037074,126.9279079,190.65408,N,,NORMAL,"모범음식점,안심식당,포장가능",
13128,포앤시드니,중계점,노원구,Y,Y,N,N,Y,,매일 10:30~21:30,N,레드테이블,http://www.phoydney.co.kr/,노원우주학교,37.6407972,127.0652499,129.30372,N,"닭고기쌀국수,팟타이,해물사천 쌀국수,해산물쌀국수(Large)",NORMAL,"모범음식점,포장가능",
13129,짬뽕타임,가양점,강서구,Y,Y,N,Y,Y,,"매일 10:30~21:00, 매일 20:40~21:00",N,레드테이블,,양천향교역,37.5686941,126.8407937,522.43324,N,,NORMAL,"모범음식점,포장가능",
13130,최가네남원골추어탕,,중랑구,Y,Y,N,Y,Y,일요일,매일 10:00~21:30,N,레드테이블,,용마산역,37.5740376,127.0870757,57.33954,N,,NORMAL,모범음식점,
13131,차이몬스터,,은평구,N,Y,N,N,N,,,N,"레드테이블,네이버",http://m.blog.naver.com/mcriver4153,양지시장,37.5865157,126.9175439,228.17348,N,,NORMAL,"모범음식점,안심식당",
13132,육간청,,구로구,Y,N,N,N,Y,,매일 10:00~22:00,N,레드테이블,http://blog.naver.com/pil-dragon,남구로역,37.4849262,126.886726,357.87635,N,"제주 근고기 한판(600g),제주목살(180g),제주항정살(180g),제주흑오겹살(180g)",NORMAL,"모범음식점,안심식당",
13133,이즈미,현대백화점압구정본점,강남구,N,N,N,Y,N,,,N,레드테이블,,신사공원,37.526843,127.0212794,4.50008,N,,NORMAL,,
13134,도원style,목동점,양천구,N,N,N,N,N,,,N,레드테이블,,생명과학박물관,37.5239684,126.8720347,90.19643,N,,NORMAL,,
13135,리미니,이마트가양점,강서구,N,N,N,N,N,일요일,매일 11:00~20:00,N,레드테이블,"http://www.elandeat.com/brandDetail/RI,http://www.facebook.com/rimini.kr",황금내근린공원,37.5618639,126.8641232,72.61662,N,,NORMAL,"모범음식점,씨트립,안심식당",
13136,가인채,강동점,강동구,N,N,N,N,N,,,N,레드테이블,,강동문화원,37.5457151,127.1412124,91.92085,N,,NORMAL,,
13137,무안갯벌낙지,,은평구,N,N,N,N,N,화요일,매일 11:30~22:00,N,레드테이블,,신응암시장,37.5940865,126.9188273,146.11462,N,"산낙지연포탕(大),산낙지전골(大),산낙지찜(大),산낙지철판볶음(大)",NORMAL,"모범음식점,안심식당",
13138,T.G.I.프라이데이스,김포공항점,강서구,Y,Y,N,N,N,,매일 10:30~21:00,N,레드테이블,http://www.tgif.co.kr/main.ap,개화산역,37.5723387,126.805758,269.06908,N,"쉐차안 스테이크 라이스,키즈 레인보우 라이스,프라이데이스 글레이즈드 버거,프라이데이스 코코넛 슈림프",NORMAL,"모범음식점,씨트립,안심식당",
13140,사보텐,롯데몰김포공항점,강서구,N,N,N,Y,N,,매일 10:30~22:00,N,레드테이블,"http://www.aboten.co.kr/,http://www.facebook.com/abotenkorea,http://www.intagram.com/aboten_korea/",개화산역,37.5723387,126.805758,269.06908,N,,NORMAL,"모범음식점,안심식당",
13141,산수골추어탕감자탕,,성동구,N,N,N,N,N,화요일,매일 07:00~24:00,Y,레드테이블,,신당역,37.5653307,127.0223665,14.38399,N,,NORMAL,모범음식점,
13142,리밍,,서초구,Y,Y,N,N,Y,,매일 11:00~22:00,N,"레드테이블,네이버",,교대(법원·검찰청)역,37.4948912,127.0173808,256.10656,N,"4인셋트,술안주셋트 B(4~5인 기준),전가복 소,전가복 중",NORMAL,모범음식점,
13143,돌배기집,구로디지털역점,구로구,N,N,N,N,N,,매일 11:30~06:00,N,레드테이블,,구로디지털단지역,37.4853685,126.9011091,74.54274,N,"돌배기(150g),뚝돌배기,매운숙돌배기(150g),숙돌배기(150g)",NORMAL,모범음식점,
